rank,group,run,best_gap_vs_best_opponent,best_gap_vs_best_opponent_step,best_score_gap,best_score_gap_step,best_my_score,best_my_score_step,best_rank,best_rank_step,last_gap_vs_best_opponent,last_score_gap,last_my_score,last_rank,last_shortfall_penalty_sum,last_disposal_cost_sum,last_productivity_mean,error
1,PPO_new,ppo_sweep_bs_08_need_00025_shortfall_0001,-0.12416571378707886,300000,0.026834636926651,300000,1.0030466318130493,300000,7.0,50000,-0.12416571378707886,0.026834636926651,1.0030466318130493,8.666666984558105,967.7369384765625,152.56068420410156,0.712588906288147,
2,PPO_new,ppo_sweep_bs_07_need_0001_shortfall_0001,-0.15723025798797607,250000,0.07838798314332962,250000,0.9629033803939819,250000,6.666666507720947,250000,-0.2471306473016739,0.03894948214292526,0.8987831473350525,7.333333492279053,3185.2470703125,216.96957397460938,0.7340712547302246,
3,PPO_new,ppo_sweep_bs_15_need_0001_overshoot_0001_disposal_0001,-0.16012339293956757,100000,0.09352298825979233,50000,0.9570978283882141,100000,7.333333492279053,50000,-0.2965339124202728,-0.14244407415390015,0.8722476363182068,9.333333015441895,1004.9835205078125,98.83644104003906,0.6658775210380554,
4,PPO_new,ppo_sweep_bs_09_productivity_0005,-0.18110887706279755,150000,0.013960731215775013,100000,0.9640152454376221,300000,7.666666507720947,50000,-0.1898806244134903,-0.04685287922620773,0.9640152454376221,10.666666984558105,2848.23681640625,271.2291259765625,0.6585184931755066,
5,PPO_new,ppo_sweep_bs_06_shortfall_0001,-0.1850529909133911,50000,0.02742058038711548,300000,0.9636285305023193,300000,8.666666984558105,50000,-0.22461771965026855,0.02742058038711548,0.9636285305023193,9.0,1002.4451293945312,101.98937225341797,0.7593507766723633,
6,PPO_new,ppo_sweep_bs_02_score_delta_05,-0.1880398541688919,300000,0.0044878567568957806,300000,0.9368758201599121,300000,6.0,300000,-0.1880398541688919,0.0044878567568957806,0.9368758201599121,6.0,6192.32421875,315.92724609375,0.7724543213844299,
7,PPO_new,ppo_sweep_bs_01_default_only,-0.1888822615146637,200000,0.08192352205514908,300000,0.9505791664123535,100000,7.333333492279053,100000,-0.19457030296325684,0.08192352205514908,0.9418259859085083,9.333333015441895,3020.34521484375,31.69947052001953,0.6911892294883728,
8,PPO_new,ppo_sweep_bs_04_need_00025,-0.1920350193977356,150000,0.039463844150304794,250000,0.9574118852615356,150000,8.333333015441895,100000,-0.26257920265197754,-0.07890227437019348,0.9088540077209473,11.333333015441895,769.9274291992188,142.66990661621094,0.6662154793739319,
9,PPO_new,ppo_sweep_bs_11_need_0001_productivity_0005,-0.19399768114089966,200000,-0.04858309030532837,100000,0.9193649888038635,200000,7.0,150000,-0.27327093482017517,-0.11734353750944138,0.8638182282447815,9.333333015441895,2572.66455078125,25.716379165649414,0.7869951128959656,
10,PPO_new,ppo_sweep_bs_14_overshoot_0001_disposal_0001,-0.1991179883480072,300000,0.02484288066625595,100000,0.9702856540679932,250000,8.0,100000,-0.1991179883480072,-0.04433571919798851,0.9504578709602356,9.666666984558105,817.8429565429688,89.53829956054688,0.6778479218482971,
11,PPO_new,ppo_sweep_bs_00_baseline,-0.20847603678703308,250000,0.040275875478982925,250000,0.9632680416107178,250000,6.333333492279053,50000,-0.2681427299976349,-0.03773163631558418,0.9053491353988647,9.333333015441895,1851.760986328125,144.8467559814453,0.6970406770706177,
12,PPO_new,ppo_sweep_bs_05_need_0005,-0.21518580615520477,150000,0.08652722090482712,300000,0.9802464842796326,300000,7.666666507720947,150000,-0.22465848922729492,0.08652722090482712,0.9802464842796326,7.666666507720947,1878.001220703125,156.0746307373047,0.7207000851631165,
13,PPO_new,ppo_sweep_bs_12_need_0001_shortfall_0001_productivity_0005,-0.22649109363555908,100000,0.14981238543987274,300000,0.9641098380088806,300000,7.0,300000,-0.24941901862621307,0.14981238543987274,0.9641098380088806,7.0,3091.9873046875,166.56396484375,0.815045177936554,
14,PPO_new,ppo_sweep_bs_13_need_00025_shortfall_0001_productivity_0005,-0.2265835404396057,200000,-0.02690262161195278,200000,0.9213478565216064,200000,8.666666984558105,100000,-0.2916066646575928,-0.15261267125606537,0.84798264503479,9.666666984558105,2708.760986328125,213.68812561035156,0.6598439812660217,
15,PPO_new,ppo_sweep_bs_10_productivity_001,-0.22874632477760315,300000,-0.04242788627743721,150000,0.9405397772789001,150000,7.333333492279053,200000,-0.22874632477760315,-0.04435720667243004,0.8820691108703613,8.0,3999.889404296875,72.03801727294922,0.7197155356407166,
16,PPO_new,ppo_sweep_bs_03_need_0001,-0.23310722410678864,50000,-0.0236088614910841,300000,0.9347849488258362,250000,7.0,150000,-0.25778090953826904,-0.0236088614910841,0.922065258026123,8.666666984558105,2458.695068359375,171.61865234375,0.776626467704773,
