metric,mean,std
best_gap_vs_best,-0.19820114970207214,0.014286672611583168
last_gap_vs_best,-0.22043750683466592,0.01997213930828865
best_my_score,0.954515258471171,0.017150777717238205
last_my_score,0.9329148332277933,0.0219563854536146
best_score_gap,0.003023532840112845,0.015429687199100916
last_score_gap,-0.014846316538751125,0.019413797785067702
best_rank,7.699999968210856,0.21602470466244705
last_rank,8.03333314259847,0.23570226039551584
