run,last_step,best_step,best_gap_vs_best,last_gap_vs_best,best_my_score,last_my_score,best_score_gap,last_score_gap,best_rank,last_rank
ppo_fromscratch_bs_s0,400000,120000,-0.36365073919296265,-0.4396313428878784,0.7954444289207458,0.7220738530158997,-0.1539434939622879,-0.22330650687217712,9.5,9.699999809265137
ppo_fromscratch_bs_s1,400000,40000,-0.31303462386131287,-0.39814621210098267,0.8454387784004211,0.7676354050636292,-0.10584426671266556,-0.18220028281211853,9.100000381469727,9.399999618530273
ppo_fromscratch_bs_s2,400000,80000,-0.33915483951568604,-0.4119751453399658,0.8242012858390808,0.7511627078056335,-0.12678001821041107,-0.19496101140975952,9.0,9.399999618530273
