metric,mean,std
best_gap_vs_best,-0.33861340085665387,0.020667488957020377
last_gap_vs_best,-0.4165842334429423,0.017246966669672882
best_my_score,0.8216948310534159,0.020486914224587593
last_my_score,0.7469573219617208,0.018836625827035783
best_score_gap,-0.12885592629512152,0.019691215660539732
last_score_gap,-0.2001559336980184,0.01717887903414581
best_rank,9.200000127156576,0.2160246310849388
last_rank,9.49999968210856,0.14142144615058633
